"author","title","description","url","urlToImage","publishedAt","content","newsSite","title_description_content"
"Ivana Kottasová, CNN","The sixth mass extinction is happening faster than expected. Scientists say it's our fault","The sixth mass extinction is not a worry for the future. It's happening now -- much faster than previously expected -- and it's entirely our fault, according to a new study.","https://www.cnn.com/2020/06/01/world/sixth-mass-extinction-accelerating-intl/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200531073021-01-amur-leopard-super-tease.jpg","2020-06-01T22:20:48Z","(CNN)The sixth mass extinction is not a worry for the future. It's happening now, much faster than previously expected, and it's entirely our fault, according to a study published Monday.
Humans hav… [+3937 chars]","cnn","The sixth mass extinction is happening faster than expected. Scientists say it's our fault The sixth mass extinction is not a worry for the future. It's happening now -- much faster than previously expected -- and it's entirely our fault, according to a new study. (CNN)The sixth mass extinction is not a worry for the future. It's happening now, much faster than previously expected, and it's entirely our fault, according to a study published Monday.
Humans hav… [+3937 chars]"
"Josh Campbell","Illinois man faces multiple federal charges stemming from violent acts in Minneapolis","Federal authorities have charged an Illinois man for civil disorder, carrying on a riot and possession of unregistered destructive devices associated with recent clashes between violent protesters and police in Minneapolis.","https://www.cnn.com/2020/06/01/politics/illinois-minneapolis-charges/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190305091821-01-us-department-of-justice-file-super-tease.jpg","2020-06-01T22:15:20Z","(CNN)Federal authorities have charged an Illinois man for civil disorder, carrying on a riot and possession of unregistered destructive devices associated with recent clashes between violent proteste… [+1600 chars]","cnn","Illinois man faces multiple federal charges stemming from violent acts in Minneapolis Federal authorities have charged an Illinois man for civil disorder, carrying on a riot and possession of unregistered destructive devices associated with recent clashes between violent protesters and police in Minneapolis. (CNN)Federal authorities have charged an Illinois man for civil disorder, carrying on a riot and possession of unregistered destructive devices associated with recent clashes between violent proteste… [+1600 chars]"
NA,"Watch military-style vehicles move onto Pennsylvania Ave.","Military-style vehicles filled with national guard troops were seen rolling onto Pennsylvania Avenue near the White House.","https://www.cnn.com/videos/politics/2020/06/01/military-vehicles-pennsylvania-avenue-white-house-tsr-vpx.cnn","https://cdn.cnn.com/cnnnext/dam/assets/200601174152-military-vehicles-wh-super-tease.jpg","2020-06-01T22:04:00Z","Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.","cnn","Watch military-style vehicles move onto Pennsylvania Ave. Military-style vehicles filled with national guard troops were seen rolling onto Pennsylvania Avenue near the White House. Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds."
"Harmeet Kaur, CNN","Protesters tried to remove a Confederate monument in Birmingham. The mayor told them he would finish the job","The mayor of Birmingham, Alabama, is vowing to remove a 115-year-old Confederate monument from a public park after protesters attempted to tear it down.","https://www.cnn.com/2020/06/01/us/birmingham-protests-confederate-monument-trnd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601150827-charles-linn-founder-super-tease.jpg","2020-06-01T21:58:09Z","(CNN)The mayor of Birmingham, Alabama, is vowing to remove a 115-year-old Confederate monument from a public park after protesters attempted to tear it down.
Demonstrators at Linn Park took aim at t… [+3449 chars]","cnn","Protesters tried to remove a Confederate monument in Birmingham. The mayor told them he would finish the job The mayor of Birmingham, Alabama, is vowing to remove a 115-year-old Confederate monument from a public park after protesters attempted to tear it down. (CNN)The mayor of Birmingham, Alabama, is vowing to remove a 115-year-old Confederate monument from a public park after protesters attempted to tear it down.
Demonstrators at Linn Park took aim at t… [+3449 chars]"
"Paul LeBlanc, CNN","Massachusetts GOP governor rips Trump's 'bitterness, combativeness and self-interest'","Massachusetts Gov. Charlie Baker on Monday excoriated President Donald Trump's ""bitterness, combativeness and self-interest"" as nationwide protests have intensified over the death of George Floyd.","https://www.cnn.com/2020/06/01/politics/charlie-baker-donald-trump-governor-call/index.html","https://cdn.cnn.com/cnnnext/dam/assets/180927112827-massachusetts-governor-charlie-baker-super-tease.jpg","2020-06-01T21:56:44Z","(CNN)Massachusetts Gov. Charlie Baker on Monday excoriated President Donald Trump's ""bitterness, combativeness and self-interest"" as nationwide protests have intensified over the death of George Floy… [+2487 chars]","cnn","Massachusetts GOP governor rips Trump's 'bitterness, combativeness and self-interest' Massachusetts Gov. Charlie Baker on Monday excoriated President Donald Trump's ""bitterness, combativeness and self-interest"" as nationwide protests have intensified over the death of George Floyd. (CNN)Massachusetts Gov. Charlie Baker on Monday excoriated President Donald Trump's ""bitterness, combativeness and self-interest"" as nationwide protests have intensified over the death of George Floy… [+2487 chars]"
"Barbara Starr and Ryan Browne, CNN","Active duty troops deploying to Washington DC","An active duty military police battalion consisting of some 200 to 250 military personnel is now in the process of deploying to Washington, DC, and could be in the nation's capital as soon as tonight, three US defense officials tell CNN.","https://www.cnn.com/2020/06/01/politics/troops-deploying-washington-dc/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200531215356-0531-washington-dc-protests-super-tease.jpg","2020-06-01T21:45:13Z","Washington (CNN)An active duty military police battalion consisting of some 200 to 250 military personnel is now in the process of deploying to Washington, DC, and could be in the nation's capital as… [+1924 chars]","cnn","Active duty troops deploying to Washington DC An active duty military police battalion consisting of some 200 to 250 military personnel is now in the process of deploying to Washington, DC, and could be in the nation's capital as soon as tonight, three US defense officials tell CNN. Washington (CNN)An active duty military police battalion consisting of some 200 to 250 military personnel is now in the process of deploying to Washington, DC, and could be in the nation's capital as… [+1924 chars]"
"Jacob Krol","One year later, Powerbeats Pro still impress","It's been over a year since the Powerbeats Pro launch. At that time, in May 2019, we called them the Best True Wireless Earbuds on the market.","https://www.cnn.com/2020/06/01/cnn-underscored/powerbeats-pro-review-2020/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601150304-underscored-powerbeats-pro-2020-lead-super-tease.jpg","2020-06-01T21:34:27Z","It's been over a year since the Powerbeats Pro launch. At that time, in May 2019, we called them the Best True Wireless Earbuds on the market. 
Comfort, connectivity, sound quality and battery life … [+9372 chars]","cnn","One year later, Powerbeats Pro still impress It's been over a year since the Powerbeats Pro launch. At that time, in May 2019, we called them the Best True Wireless Earbuds on the market. It's been over a year since the Powerbeats Pro launch. At that time, in May 2019, we called them the Best True Wireless Earbuds on the market. 
Comfort, connectivity, sound quality and battery life … [+9372 chars]"
"Phil Mattingly, CNN","McConnell seeks to move House-passed fix to Paycheck Protection Program as soon as possible","Senate Majority Leader Mitch McConnell is checking with senators to see if a bill to fix elements of the emergency small business lending program, passed overwhelmingly by the House last week, can pass the chamber unanimously, according to two aides.","https://www.cnn.com/2020/06/01/politics/payment-protection-program-senate-mcconnell-plan/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200323065147-mitch-mcconnell-0318-super-tease.jpg","2020-06-01T21:26:39Z","(CNN)Senate Majority Leader Mitch McConnell is checking with senators to see if a bill to fix elements of the emergency small business lending program, passed overwhelmingly by the House last week, c… [+2462 chars]","cnn","McConnell seeks to move House-passed fix to Paycheck Protection Program as soon as possible Senate Majority Leader Mitch McConnell is checking with senators to see if a bill to fix elements of the emergency small business lending program, passed overwhelmingly by the House last week, can pass the chamber unanimously, according to two aides. (CNN)Senate Majority Leader Mitch McConnell is checking with senators to see if a bill to fix elements of the emergency small business lending program, passed overwhelmingly by the House last week, c… [+2462 chars]"
"Danielle Wiener-Bronner, Parija Kavilanz, CNN Business","Small businesses across America were struggling to survive. Now they face a new threat","As protests over the death of George Floyd erupt across the nation, small businesses that have struggled for months because of the coronavirus pandemic are facing a new threat to their survival.","https://www.cnn.com/2020/06/01/business/george-floyd-protests-business-looting/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601155921-minneapolis-burning-store-0528-super-tease.jpg","2020-06-01T21:25:30Z","New York (CNN Business)As protests over the death of George Floyd erupt across the nation, small businesses that have struggled for months because ofthe coronavirus pandemic are facing a new threat t… [+6164 chars]","cnn","Small businesses across America were struggling to survive. Now they face a new threat As protests over the death of George Floyd erupt across the nation, small businesses that have struggled for months because of the coronavirus pandemic are facing a new threat to their survival. New York (CNN Business)As protests over the death of George Floyd erupt across the nation, small businesses that have struggled for months because ofthe coronavirus pandemic are facing a new threat t… [+6164 chars]"
"Julian Kheel","Amex announces expansion of its Centurion Lounge in Las Vegas, revises other opening dates","The Amex Centurion Lounge in Las Vegas will undergo a major expansion and redesign that's scheduled to be completed in 2021.","https://www.cnn.com/2020/06/01/cnn-underscored/amex-centurion-lounge-las-vegas-expansion/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601162410-underscored-amex-centurion-lounge-las-member-services-super-tease.jpg","2020-06-01T20:59:23Z","The very first Amex Centurion Lounge opened in Las Vegas in 2013, launching the concept of an airport lounge network operated by a credit card issuer solely for its own customers. While the Centurion… [+3210 chars]","cnn","Amex announces expansion of its Centurion Lounge in Las Vegas, revises other opening dates The Amex Centurion Lounge in Las Vegas will undergo a major expansion and redesign that's scheduled to be completed in 2021. The very first Amex Centurion Lounge opened in Las Vegas in 2013, launching the concept of an airport lounge network operated by a credit card issuer solely for its own customers. While the Centurion… [+3210 chars]"
"Opinion by Rebecca MacKinnon","Trump is making America more like China","We must not allow the nation's dominant political party to use a distorted fun-house argument about free speech to twist the law to the point that the President's word cannot be challenged.  Unless we really do want to give him a shot at president for life, j…","https://www.cnn.com/2020/06/01/opinions/trump-america-more-like-china-opinion-mackinnon/index.html","https://cdn.cnn.com/cnnnext/dam/assets/190824115956-trump-xi-split-super-tease.jpg","2020-06-01T20:48:49Z","Rebecca MacKinnon was CNN's Beijing Bureau Chief from 1998-2001. She is author of ""Consent of the Networked: The Worldwide Struggle for Internet Freedom,"" founding director of the Ranking Digital Rig… [+5703 chars]","cnn","Trump is making America more like China We must not allow the nation's dominant political party to use a distorted fun-house argument about free speech to twist the law to the point that the President's word cannot be challenged.  Unless we really do want to give him a shot at president for life, j… Rebecca MacKinnon was CNN's Beijing Bureau Chief from 1998-2001. She is author of ""Consent of the Networked: The Worldwide Struggle for Internet Freedom,"" founding director of the Ranking Digital Rig… [+5703 chars]"
"Jennifer Hansler, CNN","Zimbabwe summons US ambassador over national security adviser's Floyd protests comments","Zimbabwe summoned the US ambassador in Harare Monday after US National Security Adviser Robert O'Brien referred to the nation as a foreign adversary and suggested it was taking advantage of protests over the killing of George Floyd to foment unrest.","https://www.cnn.com/2020/06/01/politics/zimbabwe-ambassador-statement/index.html","https://cdn.cnn.com/cnnnext/dam/assets/130603131322-state-dept-exterior-file-gi-super-tease.jpg","2020-06-01T20:47:43Z","Washington (CNN)Zimbabwe summoned the US ambassador in Harare Monday after US National Security Adviser Robert O'Brien referred to the nation as a foreign adversary and suggested it was taking advant… [+3654 chars]","cnn","Zimbabwe summons US ambassador over national security adviser's Floyd protests comments Zimbabwe summoned the US ambassador in Harare Monday after US National Security Adviser Robert O'Brien referred to the nation as a foreign adversary and suggested it was taking advantage of protests over the killing of George Floyd to foment unrest. Washington (CNN)Zimbabwe summoned the US ambassador in Harare Monday after US National Security Adviser Robert O'Brien referred to the nation as a foreign adversary and suggested it was taking advant… [+3654 chars]"
"Oliver Darcy, CNN Business","Rush Limbaugh scolded by progressive radio hosts for denying white privilege exists","Conservative talk show host Rush Limbaugh denied the existence of white privilege to the hosts of ""The Breakfast Club,"" a nationally syndicated radio program that features discussions on progressive politics and black culture, during an extraordinary conversa…","https://www.cnn.com/2020/06/01/media/rush-limbaugh-breakfast-club-george-floyd/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601145554-charlamagne-the-god-rush-limbaugh-split-super-tease.jpg","2020-06-01T20:37:47Z","New York (CNN Business)Conservative talk show host Rush Limbaugh denied the existence of white privilege to the hosts of ""The Breakfast Club,"" a nationally syndicated radio program that features disc… [+2574 chars]","cnn","Rush Limbaugh scolded by progressive radio hosts for denying white privilege exists Conservative talk show host Rush Limbaugh denied the existence of white privilege to the hosts of ""The Breakfast Club,"" a nationally syndicated radio program that features discussions on progressive politics and black culture, during an extraordinary conversa… New York (CNN Business)Conservative talk show host Rush Limbaugh denied the existence of white privilege to the hosts of ""The Breakfast Club,"" a nationally syndicated radio program that features disc… [+2574 chars]"
"Chandelis Duster, CNN","Trump calls for Supreme Court to reconsider flag burning laws","President Donald Trump said Monday that he'd support laws criminalizing flag burning, saying in a call with governors that it's time for the Supreme Court to take up the issue again as nationwide protests have intensified over the death of George Floyd.","https://www.cnn.com/2020/06/01/politics/flag-burning-supreme-court-trump/index.html","https://cdn.cnn.com/cnnnext/dam/assets/200601161528-protest-burning-flag-0531-super-tease.jpg","2020-06-01T20:31:34Z","Washington (CNN)President Donald Trump said Monday that he'd support laws criminalizing flag burning, saying in a call with governors that it's time for the Supreme Court to take up the issue again a… [+3519 chars]","cnn","Trump calls for Supreme Court to reconsider flag burning laws President Donald Trump said Monday that he'd support laws criminalizing flag burning, saying in a call with governors that it's time for the Supreme Court to take up the issue again as nationwide protests have intensified over the death of George Floyd. Washington (CNN)President Donald Trump said Monday that he'd support laws criminalizing flag burning, saying in a call with governors that it's time for the Supreme Court to take up the issue again a… [+3519 chars]"
NA,"'Keep your mouth shut,' police chief responds to Trump","Christiane speaks with Houston Police Chief Art Acevedo about why there is ""no excusing"" the killing of George Floyd and his vow to march with the Floyd family for justice.","https://www.cnn.com/videos/tv/2020/06/01/amanpour-houston-art-acevedo-george-floyd.cnn","https://cdn.cnn.com/cnnnext/dam/assets/200601205327-amanpour-art-acevedo-super-tease.jpg","2020-06-01T20:28:21Z","Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.","cnn","'Keep your mouth shut,' police chief responds to Trump Christiane speaks with Houston Police Chief Art Acevedo about why there is ""no excusing"" the killing of George Floyd and his vow to march with the Floyd family for justice. Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds."
NA,"Police chief to Trump: If you can't be constructive, keep your mouth shut - CNN Video","Houston Police chief Art Acevedo responds to President Trump telling governors to ""dominate"" protesters.","https://www.cnn.com/videos/politics/2020/06/01/houston-police-chief-art-acevedo-trump-mouth-shut-vpx.cnn","https://cdn.cnn.com/cnnnext/dam/assets/200601153624-art-acevedo-trump-split-super-tease.jpg","2020-06-01T20:20:10Z","Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.","cnn","Police chief to Trump: If you can't be constructive, keep your mouth shut - CNN Video Houston Police chief Art Acevedo responds to President Trump telling governors to ""dominate"" protesters. Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds."
